	users (count)	users (count)	users (count)	users (count)	users (count)	users (count)	usage (percent)	usage (percent)	usage (percent)	usage (percent)	usage (percent)	usage (percent)
login node	1	2	3	4	5	6	1	2	3	4	5	6
2018-12-06 17:15 MST	118	69	94	54	67	96	53	22	18	8	9	15
2018-12-06 17:20 MST	111	46	89	74	68	85	27	24	25	10	7	20
2018-12-06 17:25 MST	111	48	90	74	67	86	24	24	25	9	6	23
2018-12-06 17:30 MST	110	47	88	73	67	86	25	20	27	8	4	19
2018-12-06 17:35 MST	112	47	87	72	68	88	27	17	27	8	5	14
2018-12-06 17:40 MST	111	48	89	71	67	86	27	19	29	9	6	17
2018-12-06 17:45 MST	111	47	90	72	66	84	26	17	28	10	7	19
2018-12-06 17:50 MST	112	48	90	3	67	85	29	16	30	13	7	17
2018-12-06 17:56 MST	109	49	87	4	65	84	30	15	30	16	7	16
2018-12-06 18:01 MST	106	49	87	5	64	84	28	13	26	12	6	14
2018-12-06 18:06 MST	108	48	87	9	62	82	30	14	22	9	6	13
2018-12-06 18:11 MST	108	48	87	9	62	82	32	14	25	9	7	12
2018-12-06 18:16 MST	105	43	85	9	63	81	34	14	26	10	7	14
2018-12-06 18:21 MST	102	43	86	10	62	82	31	14	28	6	7	15
2018-12-06 18:26 MST	101	42	85	11	60	81	33	14	28	7	6	11
2018-12-06 18:31 MST	100	41	86	11	59	80	30	14	29	6	5	10
2018-12-06 18:36 MST	100	42	83	12	58	79	33	15	28	5	4	11
2018-12-06 18:41 MST	98	41	83	12	59	76	31	13	30	4	4	12
2018-12-06 18:46 MST	98	40	82	14	56	75	30	13	26	3	7	12
2018-12-06 18:51 MST	98	40	82	17	58	74	29	12	26	2	10	12
2018-12-06 18:56 MST	97	40	82	17	58	75	29	12	29	2	9	10
2018-12-06 19:01 MST	97	40	81	16	57	74	30	12	25	2	10	14
2018-12-06 19:06 MST	97	39	78	16	58	74	29	12	19	2	8	11
2018-12-06 19:11 MST	96	39	78	15	58	73	29	12	18	2	9	10
2018-12-06 19:16 MST	93	39	78	16	56	70	28	15	18	3	8	10
2018-12-06 19:21 MST	93	37	78	17	56	70	29	14	18	5	9	10
2018-12-06 19:26 MST	91	34	75	18	57	69	30	12	16	5	8	10
2018-12-06 19:31 MST	89	33	74	17	57	68	30	12	18	5	7	10
2018-12-06 19:36 MST	90	33	75	15	57	67	29	12	19	5	8	10
2018-12-06 19:41 MST	89	33	74	16	57	67	30	12	17	5	8	13
2018-12-06 19:46 MST	89	33	73	18	58	68	30	13	20	3	11	11
2018-12-06 19:51 MST	89	33	74	19	59	67	30	13	22	5	12	11
2018-12-06 19:56 MST	88	32	74	21	60	68	32	14	23	3	12	10
2018-12-06 20:01 MST	88	32	76	21	58	69	33	12	22	4	10	13
2018-12-06 20:06 MST	89	32	78	21	57	69	34	12	23	3	8	13
2018-12-06 20:11 MST	89	33	78	23	57	73	31	12	24	4	8	13
2018-12-06 20:16 MST	89	33	78	22	59	73	31	12	26	6	7	13
2018-12-06 20:21 MST	90	33	78	23	58	71	30	12	27	6	11	14
2018-12-06 20:26 MST	87	31	80	25	56	70	28	12	24	7	13	14
2018-12-06 20:31 MST	87	33	77	25	55	69	29	12	25	5	17	16
2018-12-06 20:36 MST	88	33	76	23	56	69	30	13	23	5	15	16
2018-12-06 20:41 MST	88	33	77	24	55	70	31	12	25	5	10	15
2018-12-06 20:46 MST	88	33	76	24	54	70	30	13	24	4	6	14
2018-12-06 20:51 MST	87	32	76	24	56	69	28	12	22	5	7	14
2018-12-06 20:56 MST	87	31	73	23	55	69	25	11	18	6	7	20
2018-12-06 21:01 MST	86	32	73	23	55	69	25	12	17	5	8	24
2018-12-06 21:06 MST	86	33	75	23	54	69	25	16	16	5	9	22
2018-12-06 21:11 MST	86	33	76	22	54	66	24	15	17	4	12	25
2018-12-06 21:16 MST	85	33	75	23	54	66	26	15	17	5	13	22
2018-12-06 21:21 MST	87	34	76	24	54	67	31	14	18	6	13	20
2018-12-06 21:26 MST	87	34	77	24	53	68	29	15	17	6	14	19
2018-12-06 21:47 MST	84	32	76	21	51	68	27	16	22	2	12	19
2018-12-06 21:52 MST	85	31	76	21	48	68	25	15	21	2	12	17
2018-12-06 21:57 MST	85	31	73	21	49	68	24	16	18	1	10	19
2018-12-06 22:02 MST	83	30	72	21	47	69	23	16	18	2	10	19
2018-12-06 22:07 MST	83	30	74	23	47	69	23	17	18	2	7	18
2018-12-06 22:12 MST	83	30	73	22	48	71	24	16	17	4	6	17
2018-12-06 22:17 MST	84	32	71	24	49	68	23	17	18	3	5	22
2018-12-06 22:22 MST	85	33	71	24	48	70	25	17	20	2	6	26
2018-12-06 22:28 MST	86	33	70	24	48	72	31	18	18	1	6	21
2018-12-06 22:33 MST	85	32	67	24	45	72	29	18	15	2	7	21
2018-12-06 22:38 MST	85	33	68	24	45	73	25	17	13	3	5	21
2018-12-06 22:43 MST	84	33	67	25	46	73	24	17	13	3	6	22
2018-12-06 22:48 MST	85	33	68	25	45	73	24	17	13	4	7	24
2018-12-06 22:53 MST	86	32	71	26	45	74	23	17	13	3	12	29
2018-12-06 22:58 MST	86	32	69	27	45	74	24	16	15	2	9	28
2018-12-06 23:03 MST	86	32	69	27	46	74	25	15	14	4	8	28
2018-12-06 23:08 MST	85	32	69	27	46	75	24	15	14	3	9	27
2018-12-06 23:13 MST	85	32	70	26	47	75	24	15	16	5	10	24
2018-12-06 23:18 MST	85	34	69	26	46	75	24	16	16	3	9	22
2018-12-06 23:23 MST	82	33	68	26	44	73	24	14	16	2	8	21
2018-12-06 23:28 MST	82	31	68	27	43	72	24	13	17	3	8	22
2018-12-06 23:33 MST	84	31	66	27	42	72	25	12	19	3	7	24
2018-12-06 23:38 MST	83	31	67	27	42	72	24	12	19	2	8	23
2018-12-06 23:43 MST	84	31	66	26	41	71	23	12	19	1	6	20
2018-12-06 23:48 MST	83	30	67	24	41	71	22	11	18	4	6	17
2018-12-06 23:53 MST	82	30	66	23	42	70	23	12	17	2	7	10
2018-12-06 23:59 MST	80	30	67	24	42	69	24	11	20	2	6	8
2018-12-07 00:04 MST	78	29	67	23	41	68	23	13	17	2	7	7
2018-12-07 00:09 MST	78	28	67	23	42	67	24	12	16	2	6	9
2018-12-07 00:14 MST	78	29	69	23	41	65	24	12	16	7	5	10
2018-12-07 00:19 MST	79	30	69	24	41	65	24	12	14	9	5	9
2018-12-07 00:24 MST	79	29	69	23	41	64	26	15	14	9	7	8
2018-12-07 00:29 MST	78	29	69	23	41	65	25	13	14	4	6	9
2018-12-07 00:34 MST	77	28	68	22	42	65	26	12	14	5	7	8
2018-12-07 00:39 MST	77	29	67	21	43	65	26	12	14	16	8	8
2018-12-07 00:44 MST	77	31	67	21	43	66	25	11	18	19	6	8
2018-12-07 00:49 MST	76	30	68	21	43	68	26	11	16	15	6	9
2018-12-07 00:54 MST	76	30	70	21	43	68	25	11	15	10	4	11
2018-12-07 00:59 MST	76	30	69	20	43	69	25	11	14	5	4	13
2018-12-07 01:04 MST	76	29	69	20	43	69	23	11	16	5	4	13
2018-12-07 01:09 MST	76	29	68	20	42	68	26	11	14	6	4	13
2018-12-07 01:14 MST	76	29	68	20	41	66	26	11	14	6	5	13
2018-12-07 01:19 MST	76	28	68	20	42	66	25	11	14	5	5	12
2018-12-07 01:24 MST	76	27	68	19	41	66	25	11	14	2	7	13
2018-12-07 01:29 MST	75	25	68	19	41	64	24	11	14	2	9	11
2018-12-07 01:34 MST	75	25	68	19	42	62	23	11	14	1	6	11
2018-12-07 01:39 MST	75	24	68	19	41	62	23	11	13	2	6	13
2018-12-07 01:44 MST	75	23	68	18	41	61	23	11	13	1	5	14
2018-12-07 01:49 MST	75	23	68	18	41	61	23	11	15	1	6	14
2018-12-07 10:55 MST	118	69	94	54	67	96	53	22	18	8	9	15
2018-12-07 11:00 MST	119	69	94	56	69	97	51	22	16	7	14	17
2018-12-07 11:05 MST	117	69	93	56	68	97	49	22	19	12	25	17
2018-12-07 11:10 MST	119	69	93	55	68	96	41	28	25	11	30	27
2018-12-07 11:15 MST	118	69	94	55	69	96	37	31	22	42	33	28
2018-12-07 11:20 MST	117	69	94	54	68	97	36	26	22	56	34	25
2018-12-07 11:25 MST	118	71	92	55	67	99	35	28	17	27	33	21
2018-12-07 11:30 MST	117	70	93	54	67	100	39	27	20	19	35	31
2018-12-07 11:35 MST	117	71	93	54	68	99	36	23	17	13	38	24
2018-12-07 11:40 MST	118	69	93	55	69	101	34	21	18	11	36	22
2018-12-07 11:45 MST	119	68	93	58	70	102	34	21	18	11	35	21
2018-12-07 11:50 MST	118	70	91	57	71	102	31	26	17	12	33	19
2018-12-07 11:55 MST	118	70	90	56	71	102	33	28	18	12	38	20
2018-12-07 12:00 MST	120	69	88	55	71	101	31	23	18	15	35	19
2018-12-07 12:05 MST	117	68	87	56	73	101	32	20	18	15	32	20
2018-12-07 12:10 MST	118	68	85	56	73	101	35	31	17	13	32	22
2018-12-07 12:15 MST	118	68	83	55	74	100	37	30	18	11	34	17
2018-12-07 12:20 MST	117	69	85	55	73	101	34	32	19	11	38	17
2018-12-07 12:25 MST	117	69	86	56	73	101	34	31	18	10	30	15
2018-12-07 12:30 MST	118	67	86	56	73	101	33	25	20	11	21	15
2018-12-07 12:35 MST	117	65	88	56	73	99	31	19	25	11	18	14
2018-12-07 12:40 MST	116	66	86	56	72	95	26	18	25	12	15	14
2018-12-07 12:45 MST	118	66	85	58	73	97	28	17	21	10	15	16
2018-12-07 12:50 MST	119	65	83	58	73	97	26	15	19	11	15	16
2018-12-07 12:55 MST	118	65	86	60	72	99	35	13	18	9	18	17
2018-12-07 13:00 MST	118	68	88	60	71	101	38	12	20	13	23	15
2018-12-07 13:05 MST	116	66	87	57	69	99	41	12	23	10	21	15
2018-12-07 13:10 MST	116	65	86	55	69	98	41	13	26	11	20	14
2018-12-07 13:15 MST	117	65	86	56	69	97	39	15	23	9	20	14
2018-12-07 13:20 MST	118	65	86	57	71	98	40	18	22	14	26	14
2018-12-07 13:25 MST	119	66	87	60	68	97	38	21	25	14	25	19
2018-12-07 13:30 MST	118	67	88	61	68	97	43	24	27	15	26	24
2018-12-07 13:35 MST	119	69	89	60	68	97	41	23	26	13	22	19
2018-12-07 13:40 MST	117	68	90	60	68	95	41	22	23	8	21	18
2018-12-07 13:45 MST	117	68	91	60	69	96	43	19	22	7	23	19
2018-12-07 13:50 MST	117	69	92	61	69	95	41	17	24	6	21	20
2018-12-07 13:55 MST	118	68	93	62	70	95	43	22	25	6	19	21
2018-12-07 14:00 MST	120	69	94	60	70	95	42	23	30	10	19	24
2018-12-07 14:05 MST	119	69	92	59	68	96	39	20	35	10	17	20
2018-12-07 14:10 MST	121	70	94	60	69	98	44	26	39	15	18	22
2018-12-07 14:15 MST	123	69	98	60	68	98	46	25	45	12	16	18
2018-12-07 14:20 MST	123	70	99	59	69	99	45	24	56	13	14	20
2018-12-07 14:25 MST	124	70	98	60	69	102	42	25	49	14	12	20
2018-12-07 14:30 MST	123	69	99	59	69	100	37	25	44	11	16	32
2018-12-07 14:35 MST	121	69	99	58	67	99	36	32	45	10	15	29
2018-12-07 14:40 MST	122	68	98	60	67	99	34	25	49	13	11	24
2018-12-07 14:45 MST	122	64	97	58	69	102	33	26	44	12	10	23
2018-12-07 16:59 MST	96	59	78	45	63	90	36	15	23	8	4	15
2018-12-07 17:04 MST	97	60	79	46	64	90	35	14	22	8	5	16
2018-12-07 17:09 MST	95	58	79	42	64	91	35	14	20	8	5	16
2018-12-07 17:14 MST	96	58	74	41	63	89	32	15	20	7	4	19
2018-12-07 17:19 MST	98	56	73	42	64	89	31	16	20	8	4	17
2018-12-07 17:24 MST	95	55	72	42	65	89	34	17	20	8	4	16
2018-12-07 17:29 MST	95	53	70	42	64	88	35	18	22	8	3	16
2018-12-07 17:34 MST	92	54	71	37	62	88	35	16	24	8	4	18
2018-12-07 17:39 MST	91	54	70	36	62	88	36	15	27	7	4	19
2018-12-07 17:44 MST	89	53	67	36	59	87	39	15	26	10	5	19
2018-12-07 17:49 MST	89	51	67	35	58	86	39	17	28	12	7	19
2018-12-07 17:54 MST	89	52	66	34	56	86	38	17	27	12	5	21
2018-12-07 17:59 MST	89	51	66	33	56	86	39	15	27	12	8	20
2018-12-07 18:04 MST	88	51	66	33	56	85	36	15	27	12	9	19
2018-12-07 21:22 MST	72	36	59	30	48	67	27	14	14	13	7	16
2018-12-07 21:27 MST	72	38	59	31	47	65	25	13	15	13	5	16
2018-12-07 21:32 MST	71	38	59	30	46	65	21	13	16	13	5	16
2018-12-07 21:37 MST	71	37	59	30	46	65	20	13	16	13	4	16
2018-12-07 21:42 MST	71	37	59	30	46	65	20	12	16	13	4	17
2018-12-07 21:47 MST	71	37	59	30	45	65	21	13	15	13	3	17
2018-12-07 21:52 MST	71	37	59	30	45	67	21	14	14	14	4	18
2018-12-07 21:57 MST	71	37	60	30	47	67	19	14	14	13	4	18
2018-12-07 22:02 MST	71	38	59	28	46	68	19	15	12	12	4	19
2018-12-07 23:27 MST	75	39	57	27	42	62	18	15	13	11	4	16
2018-12-07 23:32 MST	73	38	58	26	42	62	19	15	13	11	4	16
2018-12-07 23:37 MST	74	38	58	26	39	62	19	15	12	12	4	16
2018-12-07 23:42 MST	73	38	58	26	39	62	18	15	12	11	4	16
2018-12-07 23:47 MST	74	37	57	25	37	61	18	14	12	11	3	15
2018-12-07 23:52 MST	74	36	56	25	37	61	18	15	12	10	4	16
2018-12-07 23:57 MST	74	36	56	25	37	62	19	17	12	10	4	15
2018-12-08 00:02 MST	75	38	56	25	37	62	19	19	12	11	4	17
2018-12-08 00:07 MST	75	38	56	25	37	61	21	20	12	11	3	20
2018-12-08 00:12 MST	76	38	56	25	37	61	19	17	13	10	3	16
2018-12-08 00:17 MST	76	39	56	25	37	60	19	17	12	10	4	15
2018-12-08 00:22 MST	76	39	57	25	37	59	19	17	14	10	3	13
2018-12-08 00:27 MST	75	38	56	25	38	59	20	19	15	10	3	12
2018-12-08 00:32 MST	75	38	56	25	38	59	19	17	14	10	3	13
